label,text
1,suck it basic bitches if ya dont like it more room for me at st vincent and caribou coachella
1,rt maxg the latest coachella lineup is too poppin
1,this years headliners for coachella are out and as usual the general consensus is
0,rt evergig we could go to coachella just to listen to jackwhite
1,coachella playlist coachella hannah yoo nowplaying
1,im actually crying rn coachella
1,fuck yeas coachella jackwhite will destroy everything
-1,minutes after release and coachella still isnt sold outdid they do something wrong with the drake acdc combo
-1,after seeing coachellas lineup im glad im not going this year coachella
1,coachella lineup starts with acdc wishiwereincalifornia
1,the coachella line up is so solid
1,rt louisb drake and brand new these will be new levels of sadness never before reached how exciting coachella
1,coachella line up has been announced time to start figuring out bonnaroos coachella bonnaroo
0,umm miley dissing on drake with her instagram photo dont be hatin dont be a hater hes the best thats why coachella
0,coachella or europe jk paris is always a good idea
1,ive seen theweeknd x in my life im an ingrate its not enough coachella
1,rt priscyflamenco ashleytoledo priscyflamenco coachella lineup looks fucking awesome girl yes im tryna see my baby drake
1,liltifff fuuckinsarah got them hoes see ya weekend coachella
0,coachella lineup was announced when did it become almost festival season again damn im getting old didntmyearsjustrecover
1,petetong alesso ingrosso kygomusic kaskade all in one festival hype coachella
1,rt dandarkpill funny amp sexy music video rap hiphop hilarious music oldschool crypto coachella coachell
1,the coachellalineup is basically all like edm coachella coachella coachella untz
1,shewchuk coachella lineup is here this finally may be there year i go tix on sale tomorrow im crying
1,someone give me coachella
1,see you crazy people there coachella
1,the coachella lineup just dropped and its amazing holy fuck i have to go coachella
0,steely dan spoon coachella
1,fasho first weekend we at that coachella
1,great line up coachella did you run out of ws for the poster wilco wilco coachella
1,listen to first principle by rod savoyivok np on soundcloud ces coachella coachella firstprinciple
-1,a kid at conditioning said the coachella line was weak nahbro
-1,im like jesicakate hey coachella special guests beavisandbutthead coachella acdc whyyyy nochella
0,tight rt dopeposts drake will headline the coachella festival coachella
1,after seeing the line up i really wish i had the money to go coachella
1,victoriassecret gillianbourke smileisolin lets go coachella
1,a lot of the artist playing this years coachella have the smoothest beats its going to get real sexy this year
0,rt misspina drake is one of the coachella headliners nowyouknow
0,i hear the coaches line up is up which weekend are you going jarphotography coachella
1,coachella is gonna be the last gesaffelstein live performance so if anyones looking for me in april u know where to find me
1,cant wait to see migosatl lilbthebasedgod drake coachella
1,that coachella lineup is absolutely insane
1,it seems like most of the musicians are acting like children now that theyre playing at coachella yaaay im playing at coachella
1,who really going to coachella though cus im forreal bout it boutta buy my tickets tomorrow
0,here come those santa ana winds again steelydan is at coachella
-1,go home coachella lineup youre drunk
1,rt solyboly life goal go to coachella buy a bunch load of clothes for coachella and go with my best friend to coachella coachella
-1,i havent gone to coachella since bc i think its overrated nowadays but here i am breaking the dry spell this year coachella
1,that coachella line up though i would loooove to see acdc
1,nowplaying boys latin panda bear boys latin on spotify coachella
-1,the coachella line up always breaks my heart coachella coachellalineup coachella
0,rt mysmilersteam miley will be attending coachella coachella
0,so howd the coachella ticket rush go for everyone lol coachella goldenvoice festivalseason
1,i love acid mouse they started off in a loft in williamsburg with handmade instruments out of household items cant wait coachella
1,looks like i will heading to the west coast in april coachella
-1,coachella lineup is extremely disappointing this year
1,flight booked coachella
1,kinda freaking out about coachella like its amazing coachella coachella festivals
1,forever the lineup is here coachella yoyo who is going w me
1,its here coachella lineup drake acdc coachella
1,coachella line up this year is very tempting coachella
1,i can dream coachella
1,the coachella lineup the reason you dont need to go to any other concert this year
-1,ouch rt kivenmceulay fuck drive like jehu for playing that horse shit coachella
1,craig t nelsons gonna headline coachella
1,jesus h christ i will sell my left arm for a plane ticket lodging and a day coachella ticket thatlineuptho
1,lights is going to be coachella i want to go now
1,rt xopodcast theweeknd fun month of april xo bruh coachella
1,i have to go coachella
0,rt carlosolin the coachella ios app is available for download now poster announcement is imminent goosebumps coachella musi
-1,my favorite band is playing coachella but too high no steelydan for me so sad
0,damn that was quick coachella coachella coachellatickets
0,if yall see me working coachella do t laugh at me
0,weekend coachella
0,i dont have a problem with the coachella lineup people that say that publicly should get free tickets coachella
0,govball lineup already stunting on coachella
1,take me to the desert coachella
1,rt stackhousemgmt we cant wait for gorgoncity at coachella this year coachella
0,struggle is realcoachella
0,clean bandit on saturday wit it coachella
1,goldenvoice bravo coachella good job
0,me searching craigslist and facebook pages for coachella tickets
-1,i know one place i wont be going this year coachella
1,dream coachella coachella coachella
1,dashradio coachella line up announced who are you excited to see nah
0,rt raekwon you see it coachella
1,cant wait coachella
1,i need jimmykimmel to do another edition of lie witness news at coachella
1,rt stylesjules someone please get me tickets to coachella
1,theweeknd coachella oh yes coachella i cant wait
0,drake head lining coachella
-1,soo disappointed in coachellas lineup thisyearsucks coachella disappointed
1,coachella line up out and besides acdc i could do without everyone else
0,rt meganleewerner raury whos responsible coachella linziplz
1,ohhhhh please please take me to coachella
1,rt savemejeebis cant wait to crowd surf to drake coachella
-1,coachella is a fersure thing
-1,was seriously considering going to coachella this year after so much hype most random line up ever nothanks coachella
-1,coachella steelydan acdc a favourite for any dad dad please take me
1,ruthoneill day looks the best but ive already seen all the good acts coachella dissapointedst world problems
1,brand new coachella
1,miley is getting ready for coachella blonde queen
1,some random choices but some awesome ones too gt coachella lineup via coachella
0,tickets go on sale jan th for coachella this april see you in the desert
1,coachella line ups out i need to go at least once
1,how i wish djafrojack will be playing at coachella and hiw i wish i could go coachella coachella
-1,all these complaints over steely dan playing coachella youd think organizers would go back jack and do it again coachella
1,rt youngisaaac cannot wait to kill coachella w cameroncannon and xocb
1,id waste my whole check getting to coachella no fuxs given
1,idc whos playing id go for the atmosphere the experience and to see new artists coachella
1,im praying to the music gods that i can go to to coachella aziaeliabanks theweeknd hozier ghostfacekillah and raekwon
1,its going to be another year since i was at coachella hate that im missing out again coachella
1,rt ohfatima barrelhousebkln coachella i need to go
1,rt raphnasty the closest ill ever get to the feeling of defusing a bomb is waiting on the standby page for coachella tickets coachella
1,lets goo at mycahyaalexis and smlyam coachella
1,were playing at coachella this year could not be more excited coachella
1,rt charliejbull want to go to coachella
0,coachella passes may be sold out but locals will have a nd chance to get tickets
-1,really weak lineup at coachella this year should have talked to the brits they know how to put on a festival coachella
1,rt donnademaio acdc and vance joy are amongst performers for coachella nice visitca
0,drake and brand new on the same day tempting but not good enough coachella
1,coachella week two yaaaaassssssss xmusicalcells
0,coachella most of the best acts are in a smaller font erraticallday erraticclothing
1,depressed because im broke and i cant go to coachella coachella
1,rt abbiehollebone if theres one thing to brighten up a bleak tuesday in january its thiscountdown to coachella is on
1,wanna go to coachella
0,blog coachella announces their lineup coachella coachella musicbloggers music
0,rt kassattakk mrielena belongs at coachella
1,woohoo we got our tickets weekend baby coachella needacampingspot
1,holy shit coachella
1,its out coachella coachella too stoked
1,porterrobinson i bought my coachella ticket to see you perform worlds live i gotta hear you sing lionhearted dude worlds coachella
1,parishilton what do you guys think of this years coachella lineup coachella big epic
0,also if you missed the coachella lineup announcement its here
0,check out my coachella playlist i just made on the beatsmusic app
1,woke up to theeee best text message coachella lineup
1,yessssssss definitely some artists im excited about for this years coachella coachella
1,such a great lineup coachella
1,acdc and bad religion my guitar hero dreams come true coachella
1,omg day fucking made coachella
1,going to make coachella happen
1,literally something for everyone and anyone this year coachella backinblack lazaretto new
1,now taking donation to get my ass to coachella coachella coachellaorbust
1,here comes coachella relive s weekend here photos coachella coachella
1,coachella line up released im excited djspeedsta imdevonjames soulkidsa
1,acdc is literally my childhood dream come true coachella
0,when isnt drake headlining ovoempire coachella
1,zintlesinazo id sell someone elses newborn to go to coachella
0,rt jeremystephen thekevinryder i would occasionally check for the coachella lineup but thats just me
0,rt fabianappleseed when you live in indio but you cant go to coachella
0,coachella poolside future
1,yesssss my homie kaskade is gonna be at coachella
0,rt simoncollins domalessio are you djing at coachella under a pseudonym steelydan or reallydom
0,wont be there this yr mt mydesert the coachella lineup is here coachella
-1,coachella lineup was released on the east coasts first snowday coincidence i think nawt
0,aqmaraziz too broke to go too far away coachella
0,parishilton what do you guys think of this years coachella lineup coachella
1,who is going to coachella not us because we like in the wrong fxxking country
-1,why the fuck is acdc headlining coachella what year is this
1,rt aaronmuychingon super psyched for coachella its unbelieveable
1,coachella im coming for ya coachella hellyeah
1,i really really want to go this year coachella
1,i get this wild side from mom i see coachella lezzleee wuddup lets go
1,rt maliburumbarbie pee their pants coachella rt coachella for those about to rt
1,that feeling when you buy your coachella weekend ticket coachella
0,rt sunniandthecity i need to check out coachella
1,to all the ppl who say the coachella lineup isnt that sick
1,i really wanted to go to coachella but then i remembered i lived in the uk and i am poor coachella
1,chrisr the fact kyram got through stand by in less that minutes recordtime coachella no wait for me
1,so ready rt dirtysouth what an honor to play coachella cant wait coachella
1,i just need to let this sink in maybe ill like the line up tomorrow haha coachella
-1,rt rhettparker lol never mind just looked at prices coachella
1,rt goshfatherjinco coachella line up is out omfgggggg so many legendary acts old and new here who are you excited for
-1,coachella isnt even good enough his year to buy a ticket to then resell lol coachella
1,cant express how bad i want to go to coachella coachella coachella
1,rt zzzachscott see you in days coachella hannahfrog
1,cant wait to be back at my favorite place on earth coachella
1,sold a part of my soul when i purchased my coachella ticket but i really could care less coachella
-1,oh coachella why are you so expensive wish i could go hozier altj badreligion davidguetta and many more
0,im gonna see my bae drrake and theweeknd at coachella
1,my body is ready coachella
0,rt santanaxsankofa sarahdreier coachella coachellatickets help my boo sell her weekend coachella ticket she has watermelon
1,the coachella lineup is out and all i care about is that drake is headlining day three
0,the lineup is alright id only go to see brandnewrock coachella
1,forever the lineup is here coachella baarrbbs its out its out its out
1,yeah coachella coachellalineup acdc annabignon mccorijr henrihenricharp
0,coachellalineuppostday coachella lineup drizzy
1,angus and julia stone is good omg florence and the machine is just magic interpol i cant even begin to describe my love coachella
1,thank the lord i got thru coachella
0,lol brand new joyce manor and touch amore are opening for drake coachella
1,todays the day coachella
0,i wish coachella does their one day passes again i miss that coachella coachella
0,beacondailybeat coachella lineup sierraleonee
1,oh my lord coachella is going to be amazing
1,dannapaola come with me to coachella coachella
1,eyyyyyy i need a coachella ticket anyone with an extra lemme know coachella
1,kygomusic super excited to see you too cant wait to dance to some tropical house in the desert coachella firestone
1,fuck yeah coachella soready birthdayweekend coachella april goodtimes
1,who wants to go to coachella with me
1,when your bae of all baes is headlining your favorite event to ever exist on this planet coachella coachella
1,acdc coachella
1,really hope coachella is on the cards this year
1,take us to coachella
0,forever the lineup is here coachella anyone wanna go
1,i want to go to coachella
1,in all seriousness im super hyped for brand new the only band in coachella that i would kill to see live yes im forever
1,so pumped for axwell amp ingrosso coachella
1,drake headlining tho coachella
1,anxiety coachella coachella cantwait gaallday lol weekend weekend is my birthday
-1,coachella lineup is weak coachella
0,jozikvmendez paigegentling youve been quoted in my storify story fans and haters react to coachella
0,rt ttthalz all the broke ass bitches hating on coachella hahaha sit down coachella iwannago
-1,mshxmsh whos responsible coachella
1,yeahhh gurl coachella
-1,coachellas lineup is pretty weak
1,mydesert the coachella lineup is here see whos playing in april coachella lana
1,starts to throw all fringe tops kimonos and maxi skirts and head pieces into one bag coachella
1,coachella looks like a must
1,coachy coachy coachy coachy coachy coachella
1,coachella stay up to date with all the latest news for coachella coachella coachella
1,this years line up whos planning on attending coachella
0,and the coachella lineup has been released
1,time to start planning outfits coachella
-1,rt leeeeanz if i wanted to go to an edm festival i wouldve bought an edc ticket coachella
1,the lineup for coachella looks amazing
1,lol call me the ticketmaster cause i literally got all my friends through coachella chipotle
1,all the good stuff happen in america coachella englandsucks
1,so excited to get shitty and see drake but not remember again with marcelboubion coachella
1,i need to go coachella
1,the coachella lineup from ctoolesaysstuff is so colorful and honest via elitedaily
0,maybe coachella
1,something for your ears while you wait on the standby page coachella coachella
1,coachella bixel boys sbtrkt clean bandit alt j ingrosso deorro kygo rac vic mensa dj snake alesso porter
1,coachella lineup is released jack white acdc etc festival
1,it would be so beautiful me awesome music various people of hippie life amp drugs someone be my partner in crime coachella
1,have you seen coachella queen azealiabanks at big daddydoggs snoopdogg show azealiabanks love ggn coachella showtime
1,ok i take it back the more i read the tiny print of the coachellalineup theres some bands there i really love coachella
1,graduation trip ovoxo coachella
1,my savings account has been waiting for this moment coachella
0,coachella with deadlybasic
0,wearehxv my coachella lineup mikedels
0,no work will be done today coachella
1,rt trendybenny our money combined we good on hotel and drugs and food and gas and a good ass time coachella
1,who wants to be super white girl with me and go to coachella my bae will be there champagnepapi
1,coachella lineup whos excited or should we ask whos not coachella coachellalineup
1,coachella discounttickets ondeck plur drake kaskade ness coachella for those about to rt
-1,i heard some of you dont know who paul mccartney is welp heres steely dan and acdc coachella dadrock dafuq
1,how many people are frantically by their comps waiting for pmpm to buy coachella tix coachella def gonna sell out in a minute
1,i have to go to coachella i mean look at the line up
1,i really want to see a live performance by acdc coachella
0,whos telling the truth coachella
0,always somebody i know that is going to coachella
0,is steely dan gonna be hologram coachella
1,all the arrangements are made and done with now one more hour till ticket time coachella
0,discodylie round coachella
1,im going to cry tears of happiness proud of you baby boy xo theweeknd coachella
1,waited at on the dot for weekend tickets and they sold out mins later sosad coachella
-1,coachella tickets on sale today
1,rt vdimauro so hard to decide whether to follow the ces or the coachella hastag
1,hehe got my coachella ticket weekend coachella
1,the coachella lineup is unreaaallll
1,discovering flyinglotus beautiful hypnotic brain candy reminds me so much of classic djshadow already jealous of coachella
1,raury whos responsible coachella soo we in there haha
1,rt lesdeuxx see you coachella in april flotweet tameimpala altj davidguetta interpol dukedumont sbtrkt coachella
1,ebbiskatt we are going to coachella
0,bc shortage in museum audio tour headphones coachella just announced all of our tickets come wfree plus one for our dads coachella
1,dream go to coachella one dayy coachella
1,coachella ticket timefingers crossed cause i want to be getting boozy with my bois drake and theweeknd coachella
1,bored at work browsing the coachella site getting excited bdaymonth april weekend coachella
1,acdc at coachella watch their career blow up much like mccartney thanks to kanye
1,and the sadness starts coachella
1,i want to write an essay but i wont coachella
0,bout to grind hard to get on the coachella snapchat story
1,im going to coachella weekend check out who im excited to see coachella
1,coachella lineup looks good definitely down for tame impala and the weeknd
0,i have coachella ticketsnot sure if i care to go less pretentious hangoutfest deserves my vacation time
1,what does the weeknd jack white circa survive lykke li ratatat amp brand new have in common awesomeness at coachella
0,the weeknd embodies everything a weekend has to be they are so lazy they even dont write theyre own name complete coachella
1,tomorrow coachella tickets come out if yall know its worth by the line up then i suggest your on top of it when they release
0,why isnt young thug headlining every day of coachella
1,coachella linup announced and its aboutta be dope i gotta cop some tickets coachella godwilling ineedjesus
0,coachella by mileycyrus
0,the coachella lineup is out coachella
1,i cant wait to be the desert again coachella
1,flippin out cuz kaskade will be at coachella
1,yep thats me coachella
1,coachella please can i go
1,drake can i go with ya coachella
1,mutha fucking drake drake so ready for my th year of coachella coachella
0,i wonder how much money i can make by renting out my driveway during coachella
1,cant wait to roll at lil b coachella
1,they released the coachella coachella coachellalineup omg i wanna go now
1,coachella second day has my soul like
1,coachella line up is making me cry coachella is happening for sure
1,rt paddaway coachella line up is mad bruh
-1,rt doof coachella line up this year is so weak coachella
1,omg im going going back back to cali cali coachella here we comebhoffman
1,the coachella lineup oh my godddjust everyone someone take me pls coachella
-1,vamplover whos responsible coachella
1,another gift from the concert gods coachella
1,barrelhousebkln coachella i need to go
0,that coachella lineup was false heres the real one
1,the coachella line up has been announced who would you want to see
0,coachella unfortunately i have to sell my ticket so if any one out there wants and needs one please contact me coachella coachella
1,some of my pictures from last year cant wait to get even better images for this year coachella coachella
0,line up coachella jackwhite acdc drake and steelydan coachella whos going april or april
-1,friday night though coachella
0,check out the coachella line up music from venusamormusic amp a mash up from luda all on wordpress newmusic
1,may the odds be ever in your favor coachella
1,freeconcerts thoughts on the coachella lineup now im excited
1,i need a sugar daddy to help me get to coachella
0,im not good at math but roughly of coachella lineup has been through kc in the past year or will be here relatively soon
0,rt chuckgreenman did you get your coachella tickets if not heres probably why coachella goldenvoice htt
1,rt rosaontherocks i literally cant with this lineup coachella
1,mher coachella sounds like a perfect way to spend my refund collegefession nbd coachella take me
-1,coachella what happened to your lineup coachella coachella notimpressed festival
1,betchesluvthis the coachella lineup actually broke the internet pls someone take me coachella
1,rt jonelrabara coachella lets go people
1,acdc head lining coachella damn i may need to go backinblack
1,wont be missing the most intense ass hour of your life lol got my ticket months ago coachella thestruggle goodluck
0,not as amped about the line up as i was this year though coachella
0,steely dan did i read that right coachella
0,who is going coachella
-1,yawn coachella
0,steely dan is trending on twitter never thought i would type that sentence coachella
1,i cant wait coachella
-1,anyone else bummed about coachellas lineup this year i was thinking of going but then maybe not coachella
1,fuck yes got our tickets amp camping for weekend now the waiting gamecoachella
1,super reach i know but i hope stromae brings out kanye to perform alors on danse lol coachella
1,can i afford it not really do i want to go hell yeah coachella
1,right who wants to come with me to coachella
0,i am no yet rich enough to afford the fashion to go to coachella matter of facti cant afford to go to coachella coachella
1,ready set coachella
1,excited about so many of the coachella artists wdrake amp theweeknd performing there better be some ovo surprise artists too
0,about to combust coachella minutes
1,only wanna see flosstradamus at coachella only performance i really really care about
-1,so many of our faves in the coachella lineup thoughts
1,so coachella released their app does that mean theres an announcement coming soon make my day coachella
1,dirtysouth what an honor to play coachella cant wait coachella im so excited
1,rt booyouwhores so yeah im looking for a weekend coachella ticket please rt to help me find one thanks coachella coachellaforsa
1,this surprising day every year is like christmas coachella
-1,this is ridiculous coachella coachella la holycrap
-1,not enough good artists are going coachella
1,omg coachella coachellalineup how badly i wish i could go hozier martinsolveig drake amazing
-1,friday night kicks ass saturday and sunday are ehhhh coachella
-1,bigmonstermusic whos responsible coachella
0,diz qt weady fo coachella wait hold up i wanna know who told her she looks cute and beat their ass
-1,lol word coachella
0,rt ellenwoodep so what do you really really think about the lineup for coachella worth going
1,lineup will never top last year but im still soooo excited to go ahhhhhhh coachella
1,pacsun what weve all been waiting for coachella coachella itsgabrielle
1,i didnt get coachella tickets and everyone is going but me fuuuuuuuuuuuuuuuuuuuuun coachella
0,its almost that time of year ladies and gents coachella
1,coachella i want to personally thank you for having fitzandthetantrums play at your festival coachella
1,the weeknd at coachella on the saturday and drake headlining the sunday why do i live in scotland coachella sounfair
1,the motherfucking war on drugs now those guys must be killer live not like the actual war on drugs coachella
1,screw edc take me to coachella coachella cali
1,the coachella lineup is out and i never get this excited omg
1,look at this lineup coachella
-1,raury whos responsible coachella
1,anyone lucky enough to be going to this coachella jealous
-1,all yall think youre making yourself some but scalping ruins experiences coachella coachellatickets
1,rt mgblue all i need is the car camping and im set coachella
1,coachella lineup was just released i repeat coachella lineup just announced freaking coachella
1,forever the lineup is here coachella for all you flower crown babies
1,that coachella lineup doe
1,i got it coachella
1,ill definitely be at coachella this year musicfestival coachella altj drake tamaimpala amazing lineup
1,ahh mins of staring the comp screen waiting purchase coachella tix was worth it from cantwait coachella
0,this is what i feel happened this yearmay or may not sell our tickets coachella edm coachella
1,just got news were going to coachella
0,acdc jackwhite amp drake headline coachella music festival coachella coachella coachellalineup us cali
1,nicolefalvarez heeey grrrli know ur ready be getting ur tix coachella amp im enjoying furiousat on kroq
1,rt ambertheparty cums rt forever the lineup is here coachella
-1,i hope dj lesto is a late add to the coachella lineup
1,lineup finally announced coachella gotmytickets
-1,rt naturallytran forever the lineup is here coachella
0,i just realized that even though nero are big enough to be a second line coachella band they have to use nerouk bc someone took nero
1,interpol im going for interpol coachella
0,and its here coachella
1,the coachella lineup is probably the most diverse ive ever witnessed something for everyone
1,i really wanna go to coachella coachella coachella edm
1,coachella lets go people
0,rt kaitmoffatt is it acceptable behavior for me to go to coachella just to see jack white then leave
0,eleven what r ur thots on this coachella line up
1,rt teamcamillab hope to see camillabelle in coachella coachella
-1,final decision to not coahella had my head dress and everything coachella
-1,rt cgunderson coachella lineup is unbelievably weak
1,ratatatmusic will be coachella wow
1,coachella lineup released overall im not excited but sat lineup looks great and i saw macdemarco at the nxne secret show
1,so fucking stoked coachella
1,now i need an airplane ticket and a hotel coachella
0,reactions coachella carpoolchella frenchella notthisyearforme indio ca
0,coachella lineup revealed and all im thinking is when is beyonce touring again
-1,only good thing to come out of coachella is interpolst vincent and run the jewels
-1,tryna to go to coachella coachella
0,the waiting game coachella
1,on the edm side im a huge martinsolveig fan so im stoked to see him again also davidguetta always brings it coachella
0,drake and kaskade performing a moveforme remix at coachella
1,i was trying to log onto my bank acct amp i started typing drake i need to calm down coachella got me like coachella
0,acdc proving you dont have to be new to be current in the music scene coachella engineersjoke
1,see you there coachella idkchillin ginaelizabeth twiterlessnikki
1,just found out that badreligion will play at coachella now i definitively have to go coachella coachellalineup coachella
0,looked at coachella amp not much id want to see except english acts george ezra amp gordon city metsaw clean bandit already so thats ok
-1,and it doesnt help that on the first day of coachella the acdc are the highlights shoot me
1,i want to go to coachella even if the only people i recognize on the lineup are drake amp david guetta lol coachella coachella
0,forever the lineup is here coachella
1,after seeing the coachella lineup today the real question is do i buy textbooks or tickets coachella collegegirldecisions
0,rt jaredtbh keep fucking with your hair and you wont have any for coachella mileycyrus
1,yayyyy our first snow day booooo coachella lineup is amazing
1,who wants to take me to coachella
0,rumor coachella
1,happy to see macdemarcosband on the coachella line up if you like dr dog check them out
1,rt hmvtweets the lineup for coachella is pretty stellar with acdc jackwhite and drake headlining
0,are you actually serious oliverheldens drake theweeknd kygomusic cleanbandit rac marckinchen all in the coachella lineup
0,coachella lineup
1,coachella or bust my nigga
0,like why do bad things happen to good people coachella maddog defelicenavidad zaynabtawil
1,so im dying right now i need to go to coachella and see flotweet
0,hours amp minutes coachella
1,omg i wanna go so bad coachella
1,coachella full lineup is out amp its hot ohgirl the beat
1,rt brukshaughnessy coachella here we come gracemacarthur
0,tyler the creator amp tycho debut a beatport top ten single coachella
0,ok like i said earlier before the official coachella lineup drops i wanted to share with yall this coachella
1,rt kaitiecg here we go looking for coachella wknd car camping pass if you hate the lineup and want to offload dm me coachella coa
0,wishing that i could go to coachella
0,rt mcnewssource miley getting bleach blonde for coachella
0,so my birthday falls on coachella weekend aprilth aries
1,thank you noiseymusic for the laughs about coachella i just snorted like ah swine in class dying
1,ill go rt raury whos responsible coachella
0,festival lineup announced for coachella valley music amp arts festival news home coachella
-1,rt youhitorluvit last year line up was x better coachella
-1,its a sad day when ghostface amp raekwon are lower on the bill than azealia banks coachella
1,jackwhite amp hozier playing coachella same day not sure if i can handle that much awesomeness in one day so excited coachella
-1,lisattro coachella not as excited with the lineup this year its still good though coachella
1,one day i will go to coachella coachella
1,coachella line up has been released here is exactly who id go see
1,raekwon you see it coachella
1,ok music fansthe coachella lineup is out
0,miley getting bleach blonde for coachella
1,that coachella lineup though coachella coachella drake onatuesday drizzy
1,so glad i dont have to deal with the coachella ticket madness as im already going just saying cantwait coachella
0,drake acdc and jack white headline coachella
1,yip commence hysterical sobbing now coachella lineup awesome icanteven meh fomo
1,so happy i got my ticket presale bc that lineup coachella
1,drakes headlining coachella and the weeknd gonna be there too someone want to come to cali for the summer
1,finally coachella week here we come
1,coachella lineup comes out productivity in the findthebest office goes doooooooo
1,rt shewchuk coachella lineup is here this finally may be there year i go tix on sale tomorrow
-1,justinwereready coachella this is why beliebers and directioners run twitter hands down
1,rt annabanana coachella set list is out
1,coachella is at the top of my bucket list
1,say whaaaa coachella
0,coachella announces line up more tix on sale tomorrow coachella
1,see you there coachella lineupdjneon
0,robin thicke shows up and no one notices coachella
1,bucketlist coachella need to do this
-1,i feel coachella s line up was a bit stronger but hey i could be bias since i went coachella
1,billboard coachella yeahhh music
-1,has anyone seen the coachella line up i think it keeps getting worse as the years come by coachella
1,drake headlining coachella this guys come such a long way its amazing weup ovosound
-1,nobody i really planned to see ever coachella
1,rt taygatsby may have to make my way out to cali in april coachella
0,rt geralda xaviersworld biggiepaul if it was up to biggiepaul at coachella
1,coachella lineup acdc drake and jack white headline via thr coachella cantwait coachillin
1,i just got a casual text from my dad asking a simple question w an emoji what weekend were you thinking coachella maderlife
1,only more minutes until im poor coachella
1,why would you wear high heels to coachella because its coachella coachella basicbitches
1,while the rest of you are tweeting about social media stuff im like omg coachella lineup coachella coachellalineup
1,my dad will be so pumped for coachella lineup
1,sunday sounds good to me gessefalstein florence amp the machine marina amp the diamonds fitz amp the tantrums coachella coachella
1,raka party alert raka party alert coachella get ready to rock amp roll rakasatcoachella
1,pkike looking to buy a coachella car camping pass for weekend hmu coachella coachella carcamping
0,someones already tryna convince me coachella
1,rt zintlesinazo this line up sondamofu id never go to a concertfestival again coachella
-1,fuck everyone who waiting in that lobby page made it through and bought their coachella tickets so bummed notmyyeartodrakeout
-1,i stop thinking about coachella
0,aloh kingdelrey rickypdillon youve been quoted in my storify story coachella tickets sold out
0,rt brownjenjen massachusetts usa worcester coachella coachella full lineup big names and bigger s
1,rt ajtweets erol alkan all im really stoked about tbh coachella
1,dear god man ultra coachella govballnyc bottlerock lineups bands djs hashtags
1,coachella coachella bout to be alllladat
-1,oh well your line up sucks anyway bitter coachella
1,oh man the best part about festivalseason is seeing names like tameimpala and knowing a new album is on the horizon coachella
0,rt briangasparek i mean coachella zzzzzzzzzzzzzzzzzzzzzzzz
1,coachella lineup is dope
0,meet me in the desert coachella
1,prolly gonna be the highlight of my year right here cantfuckingwait coachella
0,people always ask me about tips for getting coachella passes heres my roundup coachella
1,cant wait coachella coachella solomonnblair coachella palm springs
-1,wtf coachella lineup sucks ass and im suppose to go on my birthday
1,we thinking bout road trippin to cali for coachella shit would be so fuckin fun
-1,coachella idk i feel like last years line up was live
1,rt heyittsdreah kellavilla soon coachella
-1,is anyone stressing that acdc amp steely dans set times might overlap coachella
-1,coachella why drake as a closer everything else is the though coachella
1,rt tdsdansimon mt mydesert the coachella lineup is here see whos playing in april coachella
0,coachella though
1,vancejoy celebrating see you at weekend coachella
1,that coachella lineup tho
1,this coachella lineup keeps pleasantly surprising me just noticed circasurvive is playing
1,steely dan at coachella move over acdc give me some jazz rock coachella
1,wish i can go to coachella
1,congrats to the radkey boys coachella kcpride
0,forever the lineup is here coachella
0,and the biggest headliner of coachella fashion
0,sfcjulius coachella this year
0,rt michelleohmama coachella music festival lineup poster coachella coachella coachellalineup indi
0,the fact that brandnewrock is playing at coachella gives me hope that they will also be at aclfestival
1,let the countdown begin brnttt coachella flo finally hanabolabola
1,andrewmcmahon is going to be at coachella and thats all that matters
1,rt ourfemalerebel mileys getting ready for coachella bleach blonde it is
1,besides drake im fairly happy almost time to play in the desert coachella coachella
1,rt supperclubla so the coachella lineup is out who do you want to see drakechella drake coachella
0,just got asked if im in a indie band i said yes the kimmy gibblers coachella
-1,luciatorrero its dead baby coachella its dead y bruuum prendo la harley y me voy como bruce willis en pulp fiction
0,too funny lolol every year coachella
1,now the coachella lineup has been released its time to spend some time doing a coachella playlist on sonos
0,i want to go to coachella whos with me
1,literally someone for everyone at coachella
1,rt graceannenewman forever the lineup is here coachella someone please buy my a ticket
1,its like black friday for festival loversis it noon coachella
1,saturday please drive like jehu sealed the deal coachella coachella
1,talentedgenius graduation trip ovoxo coachella
0,brikeha does coachella velociraptor meleahlongtime
0,rt brownjenjen michigan usa lansing coachella first impressions of coachella disconnects surpris
1,if theres one thing to brighten up a bleak tuesday in january its thiscountdown to coachella is on
1,sitting here on the standby page for coachella tickets coachella
1,rt thatdudeprotege idk why yall are complaining this is a great lineup coachella
1,in one hour coachella tickets go on sale coachella
1,rt mannyharlem proud of my friends losrakas for landing coachella humble and talentedthe grind pays off
1,but im not doing acid and selling my soul for a ticket coachella
-1,coachella is horribly boring
-1,a band that shouldnt be alive a guy who looks dead andeyebrows that started from the bottom and never stopped coachella
1,almost time coachella
1,rt kennboii me and paulina just might be doing coachella
0,variety coachella
1,coachella line up so done
1,rt derekkarzen todays the day coachella
0,my heart just sank coachella soldout
1,looking forward to it coachella by chasingmili
1,raekwon and ghostface killah perform on the first day of coachella thank you festival gods
-1,wait no princess tinymeat coachella coachella
1,coachella i will be there
